handle,gender,tweet,category,topic,date,lat,long,location,state
Eschumer,female,"New Years resolution: every day, wear something that sparkles.",Family/Friends/Relationships,Make more time for friends,1/2/2015,42.8864468,-78.8783689,"Buffalo, NY, USA",New York
2bKENtinued,male,...and I just decided I wanna do 5am runs as my New Years resolution.,Health & Fitness,Eat fewer carbs,1/2/2015,42.8864468,-78.8783689,"Buffalo, NY, USA",New York
unsarah,female,Damn. I'm good. New years resolution complete on day 2! http://t.co/67R2FL3etQ,Recreation & Leisure,Spend more time outside,1/2/2015,40.6781784,-73.9441579,"Brooklyn, NY, USA",New York
KatttMac,female,My new years resolution is to be able to a pull up,Personal Growth,Use more social media,1/2/2015,40.6587138,-73.6412406,"Rockville Centre, NY, USA",New York
aaaaaaaaaandrew,male,my new years resolution for 2015 is to find out if I need to have a printer to get E-mail (still working on my resolution from 1998),Humor,Humor about not Resolutions in general,1/2/2015,40.7830603,-73.9712488,"New York County, NY, USA",New York
LEXercise,male,Son... RT @She_Halfrican: I need to stop hitting cars and driving off ... That needs to be my New Years resolution,Personal Growth,Other,1/2/2015,40.6781784,-73.9441579,"Brooklyn, NY, USA",New York
nicosukiyaki,female,new years resolution: take my makeup off before i go to sleep....,Personal Growth,Be More Fun,1/2/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
ovojimjones,male,"New years resolution. watch all seasons of the league, blue mountain state, breaking bad, game of thrones and the walking dead. thx netflix",Recreation & Leisure,Spend more time on my hobby,1/2/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
RL_Stine,male,I can't decide whether my New Years resolution to be more decisive is a good idea or not.,Personal Growth,Have more patience,1/2/2015,40.7830603,-73.9712488,"New York County, NY, USA",New York
yourstrulyDR,female,“@ZodiacFacts: A #Virgos 2015 New Years Resolution: Be more carefree and know that you can't save everybody even if you tried.”,Personal Growth,Be more positive,1/2/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
walnutttt,female,"[one of my] New Years Resolution[s]: stop using the words ""like"" and ""things"" so often.",Personal Growth,Gossip Less,1/2/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
_Mellennium,male,@xRosemary Yea I had fun. And my new years resolution is to meet you finally.,Family/Friends/Relationships,Find a Girlfriend,1/2/2015,40.6220487,-73.7467989,"Inwood, NY, USA",New York
Suannny,female,New Years resolution: cut loose ends,Personal Growth,Improve my appearance,1/2/2015,40.7359317,-73.0820556,"Sayville, NY, USA",New York
MrWillKahn,male,My New Years resolution: http://t.co/MptTUqVLq7,Recreation & Leisure,Take more vacation,1/2/2015,40.7127837,-74.0059413,"New York, NY, USA",New York
Daetyme1,male,"New Years Resolution:
God🙏
Family👪
Basketball🏀",Personal Growth,Focus on Religion and Faith,1/2/2015,42.0775906,-73.9529126,"Saugerties, NY 12477, USA",New York
DebsNYGiants69,female,"""@truthfultumblr: And 2015's New Years resolution will be.... http://t.co/hC222oH2F1"" lol 😅😅😅",Humor,Humor about New Years,1/2/2015,40.789142,-73.134961,"Long Island, New York, USA",New York
MPasset,male,Want to apologize to those affected by my broken New Years resolution yesterday. Starting over today! No killing...no killing...no killing.,Humor,Humor about Time Management/Organization Resolutions,1/2/2015,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
abrahamjoseph,male,@markberman That's my New Years resolution!,Humor,Humor about Health and Fitness Resolutions,1/2/2015,40.7157509,-73.9970307,"Chinatown, New York, NY, USA",New York
Big_Shaun15,male,#NewYearsResolution stop giving a fuck about other people,Personal Growth,Be more positive,12/22/2014,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
JamesAVena,male,"The  way to gain a good reputation, is to endeavor to be what you desire to appear. - Socrates #NewYearsResolution #success #personalgrowth",Personal Growth,Be more positive,12/23/2014,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
KayWines,female,I am so #excited for the #newyear! #2015 is going to be a year of #change for me! #NewYearsResolution #ready #can'twait,Personal Growth,Respect Others,12/23/2014,43.3036805,-75.616848,"Taberg, Annsville, NY 13471, USA",New York
amandaplease214,female,Already have a #NewYearsResolution  picked out: its time to leave all these feelings in the past #neverworthmytime #goodbyepast #hellofuture,Personal Growth,Improve my attitude,12/23/2014,40.7127837,-74.0059413,"New York, NY, USA",New York
_hendrika,female,Saying goodbye to piddley vibes across the board. #NewYearsResolution,Personal Growth,Spend less time on Facebook,12/24/2014,40.6781784,-73.9441579,"Brooklyn, NY, USA",New York
matthewgnelsn,male,"Leaner in mind, body, &amp; spirit. To separate myself from the average. To leave behind the same joy I lived life with. #NewYearsResolution",Personal Growth,Focus on my self,12/25/2014,40.7127837,-74.0059413,"New York, NY, USA",New York
JHUNEBEAUTY1960,female,#NewYearsResolution #natural #Perfume. No more synthetics in 2015!,Personal Growth,Curse less,12/26/2014,40.6781784,-73.9441579,"Brooklyn, NY, USA",New York
pixiewarhol,female,My #NewYearsResolution is to take complete responsibility for my life #NoBlamingOrComplaining,Personal Growth,Be more positive,12/26/2014,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
moonwalkerlong,male,"""One resolution I have made, and try always to keep, is this: To rise above the little things."" - John Burroughs #NewYearsResolution",Personal Growth,Focus on my self,12/27/2014,40.7282239,-73.7948516,"Queens, NY, USA",New York
robinthede,female,#NewYearsResolution I'm only going to speak in the cadence of spoken word poetry,Personal Growth,Be more positive,12/27/2014,40.7830603,-73.9712488,"New York County, NY, USA",New York
melissitax3,female,#NewYearsResolution Love myself more,Personal Growth,Focus on my self,12/27/2014,40.9114882,-73.7823549,"New Rochelle, NY, USA",New York
melissitax3,female,#NewYearsResolution Stop doubting myself,Personal Growth,Be more positive,12/27/2014,40.9114882,-73.7823549,"New Rochelle, NY, USA",New York
Brittany_Inc,female,I need to step up my productivity level in 2015. #NewYearsResolution,Personal Growth,Be more positive,12/28/2014,40.7127837,-74.0059413,"New York, NY, USA",New York
XMix3d_B3autyX,female,This the #NewYearsResolution ..We gotta be the winners cuz the rest is losing&lt;&lt;~*,Personal Growth,Make better decisions,12/29/2014,40.7127837,-74.0059413,"New York, NY, USA",New York
StopHaydenIsBad,male,relive the years 10-21 again but as a cool person #NewYearsResolution,Personal Growth,Improve my attitude,12/29/2014,43.16103,-77.6109219,"Rochester, NY, USA",New York
StopHaydenIsBad,male,show the world what I'm made of (chemically) #NewYearsResolution,Personal Growth,Acheive My Goals,12/29/2014,43.16103,-77.6109219,"Rochester, NY, USA",New York
dannyk201,male,#NewYearsResolution #NewYearsEve Same resolution as last year....do better than last and continue making good decisions.,Personal Growth,Make better decisions,12/29/2014,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
WhimsicalNerd,female,I'm going to start being interesting again in 2015. #newyearsresolution,Personal Growth,Be more positive,12/29/2014,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
JamesAVena,male,"When I let go of what I am, I become what I might be. - Lao Tzu #success #selfimprovement #NewYearsResolution",Personal Growth,Read more books,12/30/2014,40.7127837,-74.0059413,"New York, NY, USA",New York
EliLewisXXX,male,I want to be a @VictoriasSecret angel 👌 #NewYearsResolution,Personal Growth,Be more positive,12/30/2014,40.7830603,-73.9712488,"New York County, NY, USA",New York
joeshark,male,"I don't have my shit together, but by golly I will get my shit together '15  #NewYearsResolution",Personal Growth,Adopt a pet,12/30/2014,40.7127461,-74.005974,"New York City Hall, New York, NY 10007, USA",New York
archivalley,male,I've been gone too long and missing out it seems. New handle. New Photo. #NewYearsResolution - Tweet twice a day. Here we go 2015.,Personal Growth,Use more social media,12/30/2014,42.8864468,-78.8783689,"Buffalo, NY, USA",New York
jenniferbyxbee,female,I would like to leave behind guilt and self doubt. I would like to bring with me love confidence and self discovery. #NewYearsResolution,Personal Growth,Be more positive,12/30/2014,40.7830603,-73.9712488,"New York County, NY, USA",New York
SarahPropester,female,"""Live for the moments you can't put into words."" #NewYearsResolution #LincolnCity #Oregon http://t.co/c8egkN4MLi",Personal Growth,Be more positive,12/30/2014,42.8864468,-78.8783689,"Buffalo, NY, USA",New York
RecklessArcherA,female,#NewYearsResolution To be less accident prone.... So @CallMeVanish doesn't end up hurt because of me.,Personal Growth,Other,12/31/2014,40.7127837,-74.0059413,"New York, NY, USA",New York
ThatBlasianNYC,female,New Year's resolution: eat more cupcakes. #NewYearNewMe #NewYearsResolution,Personal Growth,Other,12/22/2014,40.7127837,-74.0059413,"New York, NY, USA",New York
_hendrika,female,Giving up flakey friends for 2015. #NewYearsResolution,Family/Friends/Relationships,Make new friends,12/24/2014,40.6781784,-73.9441579,"Brooklyn, NY, USA",New York
KyleBiggavel,male,Yet I'm the savage“@Imquitedapper: @KyleBiggavel remove all thots hoes pops and ratchets bird bitches from my timelines #NewYearsResolution”,Personal Growth,Read more books,12/24/2014,40.7127837,-74.0059413,"New York, NY, USA",New York
christinali_nyc,female,Teach me your ways! #NewYearsResolution http://t.co/OKEthDywKf,Personal Growth,Other,12/25/2014,40.7830603,-73.9712488,"New York County, NY, USA",New York
kteek89,female,You know your getting old when the most exciting gift you get for Christmas is a new vacuum.......#newyearsresolution #1 is to clean more,Personal Growth,Update my wardrobe,12/25/2014,42.8864468,-78.8783689,"Buffalo, NY, USA",New York
selladura,female,RT @bullhorngirl: 2. Work toward understanding the roots of community violence: http://t.co/hbortnXlSu #NewYearsResolution,Education/Training,Learn a new skill,12/26/2014,40.7830603,-73.9712488,"New York County, NY, USA",New York
abdullahfcb94,male,RT @lifeasitcomes12: Hope everyone is enjoying their #Christmas holidays &amp; looking forward to seeing in the #NewYear! #NewYearsResolution m…,Personal Growth,Other,12/27/2014,40.7127837,-74.0059413,"New York, NY, USA",New York
bushwickkeith,male,I'm not big on #NewYearsResolution but one of them is to just to do away with so call friends in my life.    #idontneedyou,Family/Friends/Relationships,Spend more time with family,12/27/2014,40.6781784,-73.9441579,"Brooklyn, NY, USA",New York
Jazmine_Haynes,female,My #NewYearsResolution to stay positive and be negative free #NewBeginnings http://t.co/PVNCg1GnQn,Personal Growth,Be more positive,12/27/2014,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
drbreewill,female,#NewYearsResolution = waste of time. I set goals &amp; make a plan to achieve those goals. http://t.co/aWH4JNYLr0,Personal Growth,Acheive My Goals,12/28/2014,40.7127837,-74.0059413,"New York, NY, USA",New York
SenoritaSusan,female,"What is your #NewYearsResolution? I have a few: do a triathlon, get my own studio apt (hello NYC life), &amp; TRAVEL to SE Asia.",Personal Growth,Acheive My Goals,12/28/2014,40.6781784,-73.9441579,"Brooklyn, NY, USA",New York
Franstiel,female,RT @AlexxxxNicole23: “@ImAlwaysDwight: #NewYearsResolution: Eat more Taco Bell || #SendMeGiftCards” that's a resolution I want to keep,Recreation & Leisure,Hike more,12/28/2014,40.7127837,-74.0059413,"New York, NY, USA",New York
Steppy_86,female,Amazed with myself to have an actual New Year's resolution for 2015. Yet I hate it. Lose 20lbs by February 2015 😰 #NewYearsResolution,Health & Fitness,Lose weight,12/29/2014,43.106456,-76.2177046,"Liverpool, NY, USA",New York
kathleenkl,female,Be Kind &amp; Smile More in 2015 http://t.co/3vgG6dUJWS #BeKind #SmileMore #NewYearsResolution #MotherTeresa #Goals #MakeaDifference in 2015,Philanthropic,Donate more to charity,12/29/2014,40.789142,-73.134961,"Long Island, New York, USA",New York
tom9d,male,"Use construction paper once or twice for something. The smooth kind. Not the fibrous kind, which is terrible. #NewYearsResolution",Recreation & Leisure,Other,12/29/2014,41.0017643,-73.6656834,"Port Chester, NY 10573, USA",New York
katrinanajm,female,Excited to kick off my 2015 reading list w/ The Self Made Billionaire Effect #BillionaireEffect #NewYearsResolution http://t.co/5qRPrLwH9Y,Finance,Other,12/29/2014,40.7830603,-73.9712488,"New York County, NY, USA",New York
colincleanse,male,"#NewYearsResolution for 2015: 
avoid singing auld lang syne all year.  yup, setting the bar really high.",Health & Fitness,Quit smoking,12/29/2014,40.7127837,-74.0059413,"New York, NY, USA",New York
StopHaydenIsBad,male,dance music for muscles #NewYearsResolution,Recreation & Leisure,Other,12/29/2014,43.16103,-77.6109219,"Rochester, NY, USA",New York
hudsonette,female,I resolve to eat more Indian food next year.  #NewYearsResolution,Personal Growth,Appreciate what I have,12/29/2014,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
StopHaydenIsBad,male,get followed by no fewer than 3 #famouspeople #NewYearsResolution,Personal Growth,Use less social media,12/29/2014,43.16103,-77.6109219,"Rochester, NY, USA",New York
SSKIRTSS,male,RT @StopHaydenIsBad: @SSKIRTSS will write and perform the soundtrack to every new #Bollywood movie #NewYearsResolution,Career,Get a new job,12/29/2014,43.16103,-77.6109219,"Rochester, NY, USA",New York
damirapon,female,"RT @CastelliReports: Get smart on #cybersecurity policy, regs &amp; legislation in 2015: http://t.co/236dmbWcxE #NewYearsResolution #CorpGov",Education/Training,Improve Grades,12/29/2014,40.7127837,-74.0059413,"New York, NY, USA",New York
playapeyton,female,#NewYearsResolution be angrier and drink more wine,Humor,Humor about Health and Fitness Resolutions,12/29/2014,39.6852874,-93.9268836,"New York, MO 64644, USA",New York
ASimpleTruth,male,"The purpose of life is to contribute in some way to making things better.
Robert F. Kennedy. #newyearsresolution",Personal Growth,Be more positive,12/30/2014,40.7127837,-74.0059413,"New York, NY, USA",New York
JoeArmstrong718,male,"Less Twitter, More living Real Life!!!!!!   #NewYearsResolution",Time Management/Organization,Learn better time management practices,12/30/2014,40.6781784,-73.9441579,"Brooklyn, NY, USA",New York
TlntdMrHectr,male,#NewYearsResolution “@sim23simma: I just want to have fun and see strippers.  😢”,Recreation & Leisure,Spend more time outside,12/30/2014,40.789142,-73.134961,"Long Island, New York, USA",New York
CeleySchumer,female,"If I'm not wearing sweatpants, something has gone horribly wrong. #NewYearsResolution @AlexTursh @darkema",Health & Fitness,Improve my body,12/31/2014,40.7127837,-74.0059413,"New York, NY, USA",New York
